,NR_experienced_on_request,no_of_supercats_tried_last_30d,no_of_supercats_tried_last_90d,no_of_supercats_tried_last_365d,no_of_deliveries_last_30d,no_of_deliveries_last_90d,no_of_deliveries_last_365d,service_deliverd_aov_last_30d,service_deliverd_aov_last_90d,service_deliverd_aov_last_365d,most_deliverd_supercat,income_segment,gender,user_state_platform,days_on_platform,NR_experienced_last_365d,revenues_next_6_months,request_id
108540,0,0.0,1.0,4.0,0.0,1.0,12.0,,298.0,664.75,Mens Grooming,,Male,ENGAGED,1344.0,0.0,1788.0,02cb0de7-bfcd-41f6-870e-f68b78e9cb94
94901,1,2.0,2.0,8.0,2.0,2.0,14.0,1597.5,1597.5,1211.142857142857,SKBC,25lac +,Female,ENGAGED,1456.0,0.0,6544.0,e5ce6c71-e98a-430f-b8ae-465f79fdf112
188101,0,1.0,3.0,3.0,1.0,6.0,13.0,248.0,347.6666666666667,330.6923076923077,Mens Grooming,,Female,ENGAGED,186.0,0.0,745.0,a120ba97-ffa5-4488-8f9d-3dcd236842ee
83820,1,,,,,,,,,,,,Male,,,0.0,448.0,aac94f58-2853-409a-b281-d61e90705faf
45149,1,0.0,1.0,2.0,0.0,1.0,8.0,,3228.0,1382.875,SKBC,,Female,ENGAGED,1096.0,0.0,,b915b8cb-b38d-4191-8137-5eca41c4e956
5085,1,0.0,0.0,1.0,0.0,0.0,1.0,,,1382.0,EPC,,Female,NEW DORMANT,137.0,0.0,,97c04b21-c1d0-4deb-8c2b-4d4fbfd27ad0
60944,1,0.0,0.0,1.0,0.0,0.0,1.0,,,298.0,EPC,,Male,NEW DORMANT,100.0,0.0,298.0,7e7bb3a8-250c-4965-b095-88d4cbd5ce67
181317,0,1.0,2.0,2.0,1.0,2.0,7.0,238.0,1555.5,1629.857142857143,Salon at Home,,Female,ENGAGED,1990.0,0.0,12190.0,ce7cedb5-b622-4fc1-9bb3-b85a6f5b72a0
101143,0,,,,,,,,,,,,Male,,,0.0,2988.0,4c28a8e1-e7a2-45a4-9b55-ccaa0455fb46
55931,1,,,,,,,,,,,,Male,,,0.0,648.0,2e1fd9c1-ec25-4964-911a-f5e5a4577df9
134940,0,,,,,,,,,,,,Male,,,0.0,1067.0,c42cccfe-d2db-4e41-a2ab-75009e64eb63
139171,0,1.0,1.0,2.0,1.0,3.0,10.0,748.0,864.0,777.5,Mens Grooming,25lac +,Male,ENGAGED,440.0,0.0,3502.0,09920aee-3e51-4aa2-96d0-9915036354cb
59473,1,0.0,1.0,2.0,0.0,1.0,4.0,,448.0,885.0,SKBC,,Female,RESURRECTED,1102.0,0.0,1385.0,c6f0353e-bd54-4535-8a31-d881d2fd3a0b
66480,1,0.0,0.0,1.0,0.0,0.0,1.0,,,1839.0,SKBC,,Male,DORMANT,486.0,0.0,487.0,a7c1115b-fa33-454f-bf9a-3fc372fbdb43
46397,1,0.0,0.0,3.0,0.0,0.0,16.0,,,400.0,EPC,Na,Male,DORMANT,972.0,1.0,1248.0,538b1b81-5551-49a6-82cd-f733685c452a
19164,1,1.0,2.0,3.0,1.0,3.0,7.0,1738.0,1311.0,1460.7142857142858,Salon at Home,,Female,ENGAGED,903.0,0.0,6973.0,abb29031-e5d8-4c27-b55f-7ff54fe07b64
199143,0,,,,,,,,,,,,Female,,,0.0,1016.0,0ee5b984-644d-4f9c-89ec-e683a6bb2c9f
94242,1,2.0,2.0,3.0,3.0,5.0,40.0,530.3333333333334,527.2,447.975,Mens Grooming,,Male,ENGAGED,584.0,0.0,16930.0,eca46f6b-4d99-40f7-bcd6-4ea71402be43
37460,1,0.0,1.0,2.0,0.0,1.0,6.0,,1047.0,1234.8333333333333,SKBC,,Male,ENGAGED,971.0,0.0,3106.0,cb8be55b-88b1-4cca-8762-67118d43a621
120360,0,0.0,0.0,3.0,0.0,0.0,5.0,,,2792.8,SKBC,,Male,CHURN,2237.0,0.0,3819.0,c5743490-ee5c-4582-89b0-bd80ebe9b492
193234,0,0.0,0.0,2.0,0.0,0.0,6.0,,,300.6666666666667,Mens Grooming,,Female,DORMANT,1131.0,0.0,596.0,5f4e9f77-ee75-4b4f-be52-0b9fbcf84b14
42253,1,1.0,1.0,2.0,1.0,1.0,2.0,848.0,848.0,1222.5,SKBC,25lac +,Female,RESURRECTED,253.0,0.0,3584.0,f9a1ff43-2ee6-4a94-9d4e-cea542591395
106492,0,0.0,1.0,1.0,0.0,1.0,1.0,,745.0,745.0,EPC,,Female,RESURRECTED,1299.0,0.0,3342.0,d4e697a2-caff-4ae8-8d23-72e7be0f5e69
198555,0,,,,,,,,,,,,Male,,,0.0,1198.0,85eebad3-8e43-4731-a766-b826b063c56e
33300,1,1.0,1.0,2.0,1.0,1.0,2.0,937.0,937.0,967.0,AC Service and Repair,25lac +,Male,RESURRECTED,1086.0,0.0,4894.0,68417d75-780b-4431-b90b-6b033c8fa6a8
88410,1,,,,,,,,,,,,Male,,,0.0,298.0,6c9da666-551a-4a67-b78c-46619a15f523
146742,0,1.0,1.0,1.0,1.0,2.0,6.0,298.0,423.0,348.0,Mens Grooming,,Male,ENGAGED,472.0,0.0,1792.0,914f20a2-86d0-44c9-b934-935f5d91282d
159055,0,3.0,4.0,5.0,4.0,9.0,31.0,731.25,634.5555555555555,738.8709677419355,Salon at Home,,Female,ENGAGED,929.0,0.0,30448.0,de4dd96b-9d80-404d-af0a-b6f77349c333
137361,0,1.0,1.0,1.0,3.0,9.0,28.0,81.66666666666667,78.44444444444444,75.96428571428571,Part Time Maids,,Female,ENGAGED,232.0,1.0,2851.0,5543763f-f51f-4100-ba55-72697eb0fa3f
42198,1,0.0,1.0,1.0,0.0,2.0,7.0,,1002.0,1645.7142857142858,Salon at Home,,Female,ENGAGED,474.0,1.0,6964.0,7140016b-8dcf-4238-83a0-1454830307aa
134791,0,0.0,0.0,2.0,0.0,0.0,2.0,,,548.0,AC Service and Repair,,Male,CHURN,1632.0,0.0,1148.0,a8417577-9d3d-4c10-9b74-87051186abeb
27077,1,1.0,2.0,5.0,1.0,2.0,17.0,428.0,488.0,865.0588235294117,Salon at Home,25lac +,Female,ENGAGED,1143.0,0.0,2250.0,b204b2f6-f936-4a5f-92d2-25ce0239be51
165190,0,0.0,2.0,2.0,0.0,2.0,3.0,,199.0,265.3333333333333,Large Appliances,,Female,ENGAGED,1653.0,0.0,2871.0,b64e7a48-f51b-4823-bd0e-2744a3f5fc88
195922,0,,,,,,,,,,,,Male,,,0.0,0.0,4827b188-3c01-4589-a99e-576c520d240d
88304,1,0.0,0.0,1.0,0.0,0.0,1.0,,,1478.0,Salon at Home,,Female,DORMANT,592.0,0.0,366.0,de44ce4d-7393-4e67-a360-595685349a93
57453,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Pest Control,,Male,NEW CHURN,1099.0,0.0,2193.0,b2647259-14d8-409c-bc09-c4cd458f61d3
76443,1,,,,,,,,,,,10 lac - 15lac,Male,,,0.0,3098.0,b6e27cd1-1bc4-4e1d-94e2-7be6b2c1baf4
97640,1,0.0,0.0,2.0,0.0,0.0,3.0,,,1000.3333333333334,EPC,25lac +,Male,CHURN,1282.0,0.0,2708.0,a91efca1-0992-4131-bf48-4074e1794a35
21140,1,0.0,1.0,1.0,0.0,1.0,2.0,,656.0,877.0,Salon at Home,,Female,RESURRECTED,203.0,0.0,,f59a97c8-b147-4615-a32a-d2344eed9638
96879,1,0.0,0.0,1.0,0.0,0.0,6.0,,,649.0,EPC,15lac - 25lac,Male,DORMANT,654.0,0.0,7527.0,ca8b4e9f-0a37-4538-99bf-6179c2357832
153265,0,0.0,0.0,1.0,0.0,0.0,1.0,,,368.0,EPC,,Male,CHURN,1487.0,0.0,756.0,0df04d5a-5703-4d2e-b1e3-89ecfba6302a
445,1,0.0,1.0,1.0,0.0,1.0,1.0,,3047.0,3047.0,Salon at Home,,Female,NEW,50.0,2.0,5940.0,58fa2037-c3ca-45e7-bfc4-e085743ce4b0
4292,1,0.0,2.0,3.0,0.0,5.0,9.0,,790.0,556.8888888888889,Salon at Home,,Female,ENGAGED,1059.0,0.0,8047.0,a75f8449-4e04-478e-a518-37ec05ea55f2
145114,0,2.0,2.0,2.0,2.0,2.0,2.0,493.5,493.5,493.5,EPC,,Male,ENGAGED,25.0,0.0,7853.0,b6a46690-e4d2-41a7-826e-41b33e35f53b
160361,0,0.0,1.0,4.0,0.0,1.0,6.0,,398.0,548.6666666666666,EPC,,Unknown,ENGAGED,1455.0,0.0,3479.0,a6ef66f4-b934-46bb-bf51-bc95f13557ee
39073,1,2.0,3.0,4.0,3.0,7.0,37.0,2052.0,1671.0,1434.8108108108108,Salon at Home,,Female,ENGAGED,290.0,0.0,37209.0,bc19bb4f-6e24-43a2-9131-c1d82f33a9ce
9510,1,0.0,3.0,4.0,0.0,3.0,14.0,,924.3333333333334,914.2857142857143,Salon at Home,,Female,ENGAGED,388.0,0.0,778.0,98107b18-6b4b-4a99-ad22-5677617826fa
34009,1,1.0,1.0,2.0,1.0,3.0,4.0,578.0,724.6666666666666,603.0,Salon at Home,,Female,ENGAGED,193.0,0.0,2611.0,de27f00a-6224-4233-b675-daf0f9bf1f3b
100479,0,,,,,,,,,,,,Female,,,0.0,1148.0,5dfae56e-7bbb-4c99-abc2-f6c0059e57f8
22708,1,1.0,2.0,5.0,1.0,5.0,13.0,5227.0,3350.2,3213.0,Salon at Home,,Female,ENGAGED,864.0,0.0,20854.0,80839ad6-26d3-4ebe-b624-9757bf6b9536
40340,1,,,,,,,,,,,,Male,,,0.0,,7f3be3c0-43c6-4c5d-a1d7-6308266dc986
176895,0,0.0,1.0,2.0,0.0,1.0,6.0,,798.0,714.6666666666666,Salon at Home,,Female,ENGAGED,933.0,0.0,4234.0,0e7109e1-23bc-4d0e-b840-6e4bc4a9cd87
87237,1,2.0,2.0,3.0,2.0,2.0,7.0,697.5,697.5,997.7142857142857,Salon at Home,25lac +,Unknown,ENGAGED,871.0,2.0,2795.0,0a2a267e-d49e-4480-9bd1-32abe9d001a5
190342,0,0.0,1.0,3.0,0.0,3.0,5.0,,267.6666666666667,799.6,EPC,25lac +,Male,ENGAGED,130.0,0.0,747.0,7fe4ddf2-a10c-4b25-8742-470d1e71e270
152563,0,0.0,1.0,1.0,0.0,2.0,4.0,,1305.5,1161.5,Salon at Home,,Female,ENGAGED,846.0,0.0,7661.0,789e424d-3046-4093-b0ec-53019bb970c9
154333,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,994.0,0.0,1300.0,da574099-62e6-4964-aa0f-6edf3b35e631
64207,1,2.0,3.0,3.0,4.0,5.0,5.0,650.5,1690.0,1690.0,EPC,,Male,ENGAGED,1409.0,0.0,2318.0,61b72854-82d9-47d1-8c99-0e2c3bd80806
38321,1,0.0,1.0,4.0,0.0,1.0,11.0,,288.0,462.0,EPC,,Male,ENGAGED,1285.0,0.0,13537.0,3cd0b211-db46-4d23-9dd1-8213d9dcd4b6
181717,0,1.0,1.0,2.0,1.0,1.0,3.0,1248.0,1248.0,647.3333333333334,EPC,,Male,RESURRECTED,1238.0,0.0,782.0,8d920b38-9191-4b5b-bba0-065425da29aa
105683,0,3.0,4.0,6.0,4.0,7.0,24.0,1117.0,993.4285714285714,776.5,Salon at Home,,Female,ENGAGED,1478.0,1.0,13580.0,57acfbbd-fb8d-441d-9754-2c42988a3062
7724,1,0.0,1.0,2.0,0.0,2.0,6.0,,298.0,414.6666666666667,Mens Grooming,25lac +,Male,ENGAGED,258.0,0.0,548.0,eb11aaf7-1e19-4571-b42e-7533184a7e37
152916,0,,,,,,,,,,,,Male,,,0.0,698.0,3c543841-3566-425a-bb25-5c2d4b31d515
103505,0,5.0,5.0,5.0,16.0,27.0,36.0,1268.8125,1092.0740740740741,1198.0,EPC,,Male,ENGAGED,970.0,0.0,55112.0,90c815cd-e8d9-4d04-8aa1-db15f000687e
107669,0,,,,,,,,,,,,Male,,,0.0,418.0,82a66a7d-cb69-44cb-a5f9-7f325401a77e
114520,0,2.0,3.0,7.0,2.0,7.0,35.0,1056.0,1299.857142857143,993.8857142857142,SKBC,,Male,ENGAGED,1681.0,2.0,13743.0,5a6e475b-3cea-4de5-a14a-0be9a1b89af6
117919,0,2.0,2.0,2.0,2.0,3.0,11.0,844.0,1303.6666666666667,904.4545454545455,Salon at Home,15lac - 25lac,Female,ENGAGED,990.0,0.0,3908.0,835c5ad8-5e98-4cfb-bb47-9d936974ec1c
110015,0,0.0,0.0,1.0,0.0,0.0,1.0,,,1597.0,SKBC,,Male,NEW CHURN,327.0,0.0,888.0,5031bf51-b5e1-4573-a496-39ae355b53bf
10260,1,0.0,1.0,4.0,0.0,1.0,13.0,,1458.0,990.3846153846154,Salon at Home,,Female,ENGAGED,1507.0,0.0,9676.0,66b9e106-208d-407b-bfb9-493d5d9cf443
60464,1,,,,,,,,,,,,Male,,,0.0,529.0,67d5a230-73f2-42f7-a477-2ab495ed640f
73383,1,1.0,2.0,2.0,1.0,4.0,6.0,208.0,518.0,580.8333333333334,EPC,5lac - 10lac,Male,ENGAGED,863.0,0.0,4418.0,9de7ed0b-660e-466f-8ce6-8144b7bc45e6
151056,0,0.0,1.0,1.0,0.0,1.0,2.0,,318.0,418.0,EPC,,Male,RESURRECTED,533.0,0.0,1743.0,b2707016-c946-4963-8860-05b9886aa8d8
25166,1,0.0,0.0,1.0,0.0,0.0,1.0,,,3497.0,Spa for Women,,Female,CHURN,749.0,0.0,,1d368982-971b-463d-b41e-c41d4a1c69c2
176022,0,0.0,0.0,2.0,0.0,0.0,3.0,,,361.3333333333333,EPC,,Female,CHURN,1040.0,0.0,2096.0,fc8e5d17-841a-48ce-8116-a8e8d07703a8
132555,0,1.0,4.0,4.0,1.0,4.0,4.0,298.0,1797.5,1797.5,AC Service and Repair,,Male,ENGAGED,46.0,0.0,647.0,dde4653e-b09d-438b-ade3-8e53f7bbec0c
149318,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,852.0,1.0,2089.0,bed89d87-7d0d-4b5d-a493-89208fdb9c47
103686,0,1.0,1.0,1.0,1.0,2.0,3.0,426.0,437.0,424.0,Salon at Home,,Female,ENGAGED,1038.0,0.0,8633.0,ff14f0c5-75c1-4179-9232-03387b425173
146549,0,2.0,2.0,8.0,2.0,3.0,20.0,1579.0,1306.3333333333333,1291.9,Salon at Home,,Female,ENGAGED,1247.0,0.0,13544.0,8594a354-a38c-4e78-986f-bf9d940f69fa
3837,1,0.0,0.0,1.0,0.0,0.0,4.0,,,2469.75,AC Service and Repair,25lac +,Male,DORMANT,928.0,0.0,3506.0,6589a4da-429a-43bc-92da-8cf07b5c0be7
64193,1,0.0,0.0,3.0,0.0,0.0,5.0,,,719.8,SKBC,,Female,DORMANT,937.0,1.0,648.0,781e23b7-ac5b-4bbb-b7e3-331a81e97ba2
183233,0,2.0,4.0,6.0,61.0,129.0,143.0,220.91803278688525,280.09302325581393,321.034965034965,Personal Services,,Female,ENGAGED,1197.0,0.0,29372.0,c0d5d744-e502-46a5-9077-84878cf71e9a
110550,0,,,,,,,,,,,,Female,,,0.0,5669.0,c50a0991-cda7-4934-8a97-b431ac65a5dc
13770,1,0.0,1.0,4.0,0.0,1.0,6.0,,548.0,761.1666666666666,SKBC,,Female,ENGAGED,504.0,0.0,2474.0,a9172986-7f04-47e0-82f9-2020b0d244b2
81356,1,,,,,,,,,,,,Male,,,0.0,,5fbde4d0-4c16-4c84-8f33-668e5f2fc23b
142292,0,0.0,1.0,3.0,0.0,1.0,4.0,,218.0,665.5,Salon at Home,,Female,ENGAGED,1890.0,0.0,18281.0,aab2c213-b9b3-43f9-9661-99fc4c5ae313
178401,0,0.0,0.0,4.0,0.0,0.0,5.0,,,859.6,Salon at Home,25lac +,Female,DORMANT,1332.0,0.0,6732.0,c6ba0d38-9e98-4989-bdd0-1b4bbcb38d33
159384,0,0.0,0.0,1.0,0.0,0.0,1.0,,,299.0,RO Purchase and Repair,,Male,CHURN,917.0,0.0,2583.0,df3cfea3-eca7-468e-bb71-b81c1a6e8e6a
39147,1,1.0,3.0,6.0,1.0,3.0,14.0,1547.0,991.0,1650.9285714285713,EPC,,Female,ENGAGED,330.0,2.0,2738.0,55d3e4c4-a052-406e-b87b-fdc806d5ba52
77996,1,0.0,0.0,2.0,0.0,0.0,4.0,,,1148.0,Mens Grooming,25lac +,Male,DORMANT,518.0,0.0,2140.0,10a76ad8-8329-4331-85e4-02de4a82fdf6
70597,1,0.0,1.0,2.0,0.0,1.0,3.0,,648.0,1447.6666666666667,Salon at Home,15lac - 25lac,Unknown,ENGAGED,1485.0,0.0,3656.0,ea039880-c397-4cb0-b3be-ed30a6e462e3
62121,1,2.0,2.0,2.0,4.0,5.0,7.0,1027.5,899.6,753.4285714285714,Salon at Home,,Female,ENGAGED,138.0,0.0,12979.0,592b0aaf-7b0d-4ca1-9605-dbe836f41b80
49067,1,,,,,,,,,,,,Female,,,0.0,1648.0,397f44dc-8ca9-4d9e-97de-c4a54237de61
145876,0,,,,,,,,,,,,Male,,,0.0,0.0,7f0dc669-f53a-456e-938a-2b0955cedb20
165443,0,0.0,1.0,1.0,0.0,1.0,1.0,,748.0,748.0,Mens Grooming,,Male,NEW,85.0,0.0,10337.0,945640c2-3212-4857-8a64-05dcbdf5ad41
92744,1,1.0,1.0,3.0,2.0,3.0,10.0,262.5,267.3333333333333,1583.5,EPC,10 lac - 15lac,Female,ENGAGED,197.0,0.0,9318.0,a5814e61-1836-43ae-9f59-b3c9bde2f85a
51923,1,2.0,4.0,8.0,2.0,7.0,32.0,971.0,1658.5714285714287,1123.59375,SKBC,25lac +,Female,ENGAGED,1064.0,0.0,27023.0,a1eb1e63-20bd-43c3-8c4e-12fb36b7fc84
13575,1,1.0,2.0,2.0,2.0,3.0,8.0,1329.0,1048.6666666666667,1242.75,Salon at Home,,Male,ENGAGED,927.0,0.0,6070.0,bffd4421-bf79-4f68-b64c-ea9e873a2df9
27024,1,,,,,,,,,,,,Male,,,0.0,598.0,558d2517-a81f-4a43-a896-2b00384f9868
163053,0,2.0,5.0,7.0,7.0,21.0,40.0,1211.5714285714287,1008.1428571428571,890.5,EPC,5lac - 10lac,Female,ENGAGED,873.0,2.0,23243.0,423bd689-7ab5-4464-b8a3-5b2531045081
196716,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,NEW CHURN,1219.0,0.0,465.0,e4eed76b-01f9-4eb8-8ebd-1d838b31301d
94514,1,0.0,0.0,1.0,0.0,0.0,1.0,,,476.0,EPC,,Male,DORMANT,429.0,0.0,318.0,8a311513-d564-4c0a-909d-9059037dd8e0
163836,0,0.0,0.0,3.0,0.0,0.0,4.0,,,1993.5,EPC,15lac - 25lac,Female,CHURN,320.0,0.0,1605.0,bb097a54-12f1-49c8-aa1b-333ba7cac909
98351,1,,,,,,,,,,,,Unknown,,,0.0,249.0,e8fb1c9e-adc1-4e9c-8c7b-d674171dbaa5
175029,0,0.0,0.0,1.0,0.0,0.0,2.0,,,1843.0,Salon at Home,-1,Female,CHURN,389.0,0.0,948.0,470e9b51-b6b5-4f2b-82e8-4c56f3d5c064
134837,0,1.0,3.0,4.0,1.0,3.0,5.0,548.0,880.6666666666666,987.4,Salon at Home,,Female,ENGAGED,230.0,0.0,11456.0,a8a5e6ae-8d6e-4402-be7c-40daf480d730
186215,0,0.0,0.0,4.0,0.0,0.0,8.0,,,759.75,EPC,,Male,DORMANT,1307.0,0.0,218.0,0810aa09-0f3b-4ef9-b23d-3155a54544f6
189285,0,0.0,0.0,2.0,0.0,0.0,3.0,,,747.3333333333334,Full Home Cleaning,,Male,DORMANT,1781.0,0.0,59965.0,be333642-6025-423b-ac9d-40a0a985c6a9
92283,1,0.0,0.0,2.0,0.0,0.0,4.0,,,881.0,EPC,,Female,DORMANT,1446.0,0.0,1006.0,8a325b3f-569c-4dd5-b251-ab2f34bd0600
6007,1,0.0,0.0,1.0,0.0,0.0,1.0,,,3948.0,Other Appliance and Electronics,5lac - 10lac,Male,DORMANT,1104.0,0.0,348.0,1743ffe9-b89a-4f46-9d15-6929091b19cf
61289,1,,,,,,,,,,,25lac +,Female,,,0.0,1894.0,2fed45d6-3e54-4b08-b25f-0ead7c3ed9bf
157112,0,0.0,2.0,2.0,0.0,2.0,7.0,,652.0,677.1428571428571,SKBC,25lac +,Male,ENGAGED,234.0,0.0,3331.0,f0ef19d0-134f-49be-a1e5-8aa765ae8cae
139337,0,,,,,,,,,,,,Male,,,0.0,8821.0,fed63ec3-10f5-4a89-8001-fbdf8b4daa2b
56067,1,3.0,3.0,3.0,5.0,5.0,5.0,1129.0,1129.0,1129.0,Salon at Home,,Male,ENGAGED,29.0,0.0,21472.0,f8a79946-d181-4d8f-98a4-4c663ea0e579
57831,1,,,,,,,,,,,,Male,,,0.0,,53b163d3-6e0b-4aa6-aa16-d1865b601806
15635,1,1.0,3.0,4.0,1.0,5.0,13.0,798.0,471.8,799.1538461538462,Salon at Home,,Female,ENGAGED,1827.0,1.0,5675.0,8ed74b60-fbc4-48d5-885d-777033a12cd4
36529,1,1.0,1.0,2.0,1.0,1.0,3.0,738.0,738.0,1708.3333333333333,EPC,,Male,RESURRECTED,348.0,0.0,3275.0,c89c1338-f9e2-44e7-a2f4-da9b70b23042
79920,1,,,,,,,,,,,,Male,,,0.0,1546.0,79f3a515-ef85-4723-b13e-f63848d0e062
127049,0,4.0,5.0,5.0,11.0,17.0,17.0,1611.4545454545455,1736.5294117647059,1736.5294117647059,Salon at Home,10 lac - 15lac,Male,ENGAGED,837.0,1.0,32038.0,255c0221-d012-4b81-9745-48ecbb4d006c
33060,1,0.0,0.0,1.0,0.0,0.0,2.0,,,696.5,Salon at Home,,Female,DORMANT,828.0,0.0,,cfca2838-01d3-4c0c-a55c-29968221a135
132158,0,1.0,1.0,2.0,1.0,2.0,4.0,79.0,79.0,114.5,Part Time Maids,,Female,ENGAGED,316.0,0.0,236.0,5a40bd9e-eddb-43cf-8e1d-cbc955cf1a23
177514,0,0.0,1.0,1.0,0.0,2.0,4.0,,1239.5,1120.0,Salon at Home,,Female,ENGAGED,427.0,0.0,3319.0,2d9a458e-7f39-49d5-b176-80e70f334e4a
132874,0,0.0,0.0,1.0,0.0,0.0,1.0,,,748.0,SKBC,,Male,NEW CHURN,192.0,0.0,3504.0,91ebbad4-cb29-455b-9720-c6ebe8095f42
117822,0,1.0,1.0,1.0,1.0,1.0,1.0,357.0,357.0,357.0,SKBC,,Male,NEW,4.0,0.0,3295.0,5d22fb91-75d7-4d47-b3ab-890cd07a076f
66636,1,0.0,0.0,1.0,0.0,0.0,1.0,,,848.0,SKBC,,Male,DORMANT,530.0,0.0,547.0,f5fbb887-7594-48f8-a848-ecc08216b5f6
151958,0,0.0,1.0,2.0,0.0,1.0,2.0,,298.0,923.0,SKBC,,Female,RESURRECTED,363.0,0.0,3965.0,e02dd4b5-be2b-4cba-b74e-f65bb54c3324
194871,0,,,,,,,,,,,,Male,,,0.0,1356.0,91d83756-b736-40b7-950a-752e5156bf3c
61965,1,,,,,,,,,,,,Male,,,0.0,3486.0,d95caa62-b6e5-4d2e-8b09-c815201ba312
184214,0,,,,,,,,,,,,Female,,,0.0,5138.0,249df3a2-8792-465e-b5fd-b1afc65eb19e
178906,0,1.0,1.0,1.0,2.0,5.0,5.0,913.0,908.0,908.0,Massage for Men,,Male,ENGAGED,39.0,0.0,688.0,9e6dab10-7eaa-418c-98d6-4c3ccba20199
28850,1,0.0,1.0,1.0,0.0,1.0,1.0,,448.0,448.0,SKBC,,Unknown,NEW,47.0,0.0,,42c89df6-fc26-4658-8892-165f62451cb3
39764,1,0.0,0.0,3.0,0.0,0.0,4.0,,,2471.0,Salon at Home,,Female,CHURN,1589.0,0.0,15536.0,0a7e5710-379c-4b6c-9a92-e2557f0d0707
14664,1,1.0,5.0,6.0,1.0,7.0,31.0,1048.0,912.1428571428571,955.4516129032259,Salon at Home,,Female,ENGAGED,2195.0,1.0,17854.0,2be194c1-e8a4-4fc4-80cd-ec35a8ee203c
112376,0,,,,,,,,,,,,Male,,,0.0,628.0,3a2d853f-c178-4673-830a-30c2870f06b0
64018,1,1.0,1.0,2.0,2.0,5.0,13.0,253.0,278.0,560.1538461538462,EPC,,Female,ENGAGED,693.0,0.0,556.0,806bd66f-3501-4714-bd0f-446562cf330c
36366,1,0.0,1.0,2.0,0.0,1.0,11.0,,798.0,847.6363636363636,Mens Grooming,,Male,RESURRECTED,360.0,0.0,1204.0,587db321-5ae4-479d-9403-c5a42a0eb89a
76103,1,2.0,2.0,5.0,2.0,3.0,9.0,1882.0,1350.6666666666667,3305.8888888888887,EPC,25lac +,Male,ENGAGED,1866.0,0.0,5909.0,5da58cd0-6ddf-47e7-baab-815e2be55045
175186,0,0.0,1.0,2.0,0.0,1.0,2.0,,406.0,2706.0,EPC,,Female,RESURRECTED,571.0,0.0,2349.0,7478617d-a8bf-4a24-a3d8-0a0c21f662b6
128518,0,0.0,1.0,1.0,0.0,4.0,6.0,,82.0,79.83333333333333,Part Time Maids,,Female,ENGAGED,115.0,0.0,714.0,0b4a6155-5bfd-4916-9142-5341124a286b
14463,1,0.0,2.0,4.0,0.0,2.0,4.0,,593.0,608.0,Salon at Home,,Female,ENGAGED,1000.0,0.0,498.0,490baca4-b4a7-4559-b5f3-a746b4abbf7d
24680,1,0.0,0.0,3.0,0.0,0.0,6.0,,,482.6666666666667,EPC,,Male,CHURN,2306.0,0.0,2824.0,901ff7e3-137a-4128-9014-f46a9ef5253b
41019,1,0.0,1.0,2.0,0.0,1.0,5.0,,1563.0,1818.0,Salon at Home,,Female,ENGAGED,189.0,0.0,8783.0,9294ee01-ee02-4e12-ab5f-297695ce2941
186473,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,655.0,0.0,396.0,42c7ceb7-4560-4bb2-84ba-681ea069d6e4
19790,1,0.0,0.0,1.0,0.0,0.0,1.0,,,298.0,Mens Grooming,,Male,DORMANT,518.0,0.0,834.0,67da6179-2b9d-426c-951a-082d904a8587
47614,1,2.0,2.0,2.0,2.0,3.0,6.0,473.0,414.6666666666667,373.0,Mens Grooming,25lac +,Male,ENGAGED,323.0,1.0,4692.0,ac65529f-6367-489a-9645-271caa6a1e7b
177812,0,0.0,0.0,2.0,0.0,0.0,7.0,,,1981.7142857142858,Spa for Women,,Female,CHURN,347.0,0.0,14982.0,d5d58779-d1d6-4371-ab05-c0416291588c
82039,1,1.0,1.0,1.0,1.0,1.0,1.0,758.0,758.0,758.0,Salon at Home,,Female,RESURRECTED,1013.0,0.0,11628.0,286b271d-8c92-4194-8679-aca43363fc20
150689,0,,,,,,,,,,,,Female,,,0.0,1648.0,71ab40e5-05db-444a-9128-3cdd55de3d95
135711,0,0.0,2.0,2.0,0.0,2.0,4.0,,1446.5,1596.25,Salon at Home,25lac +,Female,ENGAGED,982.0,1.0,3980.0,8ec4c1a7-0af6-430a-8632-765bf362262c
56076,1,2.0,3.0,3.0,3.0,5.0,6.0,1397.3333333333333,1357.2,1339.0,Salon at Home,,Female,ENGAGED,1787.0,0.0,5894.0,837b57f5-9ac7-4a7c-ac64-90578cd22d7a
38245,1,0.0,0.0,1.0,0.0,0.0,1.0,,,1497.0,SKBC,,Female,DORMANT,464.0,0.0,,5b8fb500-2c85-496c-96c6-6b7cc258cbcd
85241,1,2.0,2.0,3.0,2.0,2.0,5.0,448.0,448.0,1558.2,Mens Grooming,,Male,ENGAGED,1142.0,0.0,,2a5e09bd-5f96-44a6-aded-cb47b7c32f83
31832,1,0.0,1.0,1.0,0.0,1.0,4.0,,548.0,981.0,Salon at Home,,Female,RESURRECTED,946.0,0.0,2453.0,afc6bbf8-ea1a-41b2-8fb3-ebaf39e50bc7
