,NR_experienced_on_request,no_of_supercats_tried_last_30d,no_of_supercats_tried_last_90d,no_of_supercats_tried_last_365d,no_of_deliveries_last_30d,no_of_deliveries_last_90d,no_of_deliveries_last_365d,service_deliverd_aov_last_30d,service_deliverd_aov_last_90d,service_deliverd_aov_last_365d,most_deliverd_supercat,income_segment,gender,user_state_platform,days_on_platform,NR_experienced_last_365d,revenues_next_6_months,request_id
168936,0,0.0,0.0,3.0,0.0,0.0,4.0,,,8258.5,Massage for Men,,Male,DORMANT,1395.0,0.0,4109.0,c6108a45-08d3-4a07-92f2-7e3079c30853
81331,1,0.0,2.0,5.0,0.0,3.0,11.0,,508.0,632.4545454545455,Salon at Home,,Female,ENGAGED,231.0,0.0,6908.0,46fdf877-7bf8-40e8-ade7-22a05931f56a
126832,0,0.0,0.0,1.0,0.0,0.0,1.0,,,1448.0,Salon at Home,,Male,NEW CHURN,268.0,0.0,2575.0,34d05fe0-3f37-432c-aeb1-9ce3b2c5bfe6
129626,0,0.0,2.0,7.0,0.0,2.0,8.0,,2793.5,1837.875,SKBC,,Female,ENGAGED,1040.0,0.0,14905.0,0fe9d9fe-dd90-4b5f-bd5e-4d978031c9cb
78856,1,0.0,1.0,1.0,0.0,1.0,3.0,,248.0,248.0,Mens Grooming,,Male,RESURRECTED,463.0,0.0,298.0,6008c653-94e8-4c37-b09a-1c04bf79ac22
126835,0,1.0,1.0,2.0,1.0,1.0,2.0,548.0,548.0,423.0,AC Service and Repair,,Male,RESURRECTED,1111.0,0.0,8703.0,12a09afb-8e1a-4c4e-babe-37c03d9f6ac9
38783,1,0.0,2.0,2.0,0.0,3.0,4.0,,971.0,915.25,EPC,,Male,ENGAGED,753.0,0.0,954.0,cd937e7f-d12c-4bbc-a938-f92b37ed31fe
56267,1,,,,,,,,,,,,Male,,,0.0,,e489d63f-a57f-4260-9d0a-8b2ca33d5b55
63600,1,1.0,1.0,3.0,1.0,1.0,4.0,748.0,748.0,475.25,EPC,10 lac - 15lac,Female,RESURRECTED,951.0,0.0,348.0,ba952263-514a-4cc1-97bf-6924f45948ba
109468,0,2.0,3.0,5.0,2.0,4.0,12.0,798.0,585.5,636.0833333333334,Salon at Home,25lac +,Female,ENGAGED,1377.0,0.0,5678.0,be0ff252-365b-42ad-9485-b9e298a2f25c
99405,1,1.0,2.0,6.0,1.0,6.0,20.0,298.0,1182.5,1085.45,Salon at Home,,Female,ENGAGED,962.0,0.0,22060.0,23e6c574-5b9b-4bd0-ad60-5547bda710bf
9762,1,0.0,0.0,3.0,0.0,0.0,3.0,,,314.3333333333333,Mens Grooming,,Male,CHURN,635.0,0.0,,af9701fc-7d48-4885-b0c9-8f3f6fd69b2b
190899,0,,,,,,,,,,,,Male,,,0.0,3378.0,29372dc1-cc3e-469e-9301-7f18da822b07
32785,1,,,,,,,,,,,,Male,,,0.0,,587b89d2-be4a-424e-8573-a900c44184d2
144569,0,1.0,1.0,4.0,1.0,1.0,4.0,927.0,927.0,1205.0,AC Service and Repair,10 lac - 15lac,Male,RESURRECTED,379.0,0.0,3856.0,3df85e2f-1925-4cf5-a971-a3621acd3331
154249,0,1.0,1.0,1.0,2.0,2.0,2.0,2769.5,2769.5,2769.5,Salon at Home,,Female,ENGAGED,2.0,0.0,2397.0,38ddb37e-e181-4103-88a0-e4146bad6dd2
143942,0,3.0,3.0,3.0,3.0,6.0,11.0,131.66666666666666,123.0,125.72727272727273,Mens Grooming,,Female,ENGAGED,160.0,0.0,980.0,13e92070-6e5b-446e-9ff2-e7761b0fa3ae
46962,1,,,,,,,,,,,,Female,,,0.0,548.0,1ce6278a-6181-4b54-997f-96dadbcf1daf
104340,0,,,,,,,,,,,,Male,,,0.0,188.0,2543b397-7cda-4205-9457-f5175b1ae65b
84354,1,1.0,3.0,3.0,1.0,3.0,3.0,1248.0,2631.3333333333335,2631.3333333333335,SKBC,,Male,ENGAGED,391.0,0.0,12173.0,5c32696e-06a9-46c3-856b-2ab7daadd1ee
54603,1,0.0,1.0,1.0,0.0,1.0,1.0,,1191.0,1191.0,Pest Control,,Male,RESURRECTED,578.0,0.0,4684.0,f04ebfc0-3627-4a5f-ac98-8d79142c5b1e
113610,0,,,,,,,,,,,,Male,,,0.0,3427.0,f47a96be-9729-400c-8c2c-af0407c68316
145055,0,2.0,4.0,6.0,2.0,5.0,18.0,972.5,1487.2,1231.611111111111,Salon at Home,25lac +,Male,ENGAGED,1930.0,0.0,5320.0,4f43e665-9737-44b0-95c8-407c9863869a
89217,1,1.0,1.0,1.0,1.0,1.0,1.0,918.0,918.0,918.0,Salon at Home,,Female,NEW,2.0,0.0,5906.0,dac65f56-ca80-49a8-baeb-13b3fc358a9e
101505,0,0.0,1.0,1.0,0.0,1.0,5.0,,398.0,627.8,Mens Grooming,,Male,ENGAGED,683.0,0.0,1293.0,fcf506aa-5480-4eba-8718-3136eeb74257
2441,1,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,Video Consultation - Appliance,,Female,NEW DORMANT,159.0,0.0,348.0,a3ff7134-cac8-489a-9db4-700b6f408226
116583,0,2.0,3.0,7.0,3.0,5.0,32.0,1213.3333333333333,1417.0,1104.75,Salon at Home,,Female,ENGAGED,1257.0,1.0,22005.0,e274185e-2016-4dbf-873d-d3802176fcf2
119481,0,0.0,0.0,1.0,0.0,0.0,2.0,,,1098.0,EPC,,Male,CHURN,1877.0,0.0,775.0,d374c090-80ef-4220-b239-5dc3872261ff
103058,0,0.0,0.0,1.0,0.0,0.0,1.0,,,2948.0,AC Service and Repair,5lac - 10lac,Female,CHURN,1109.0,0.0,10476.0,9cee7e74-ded3-4dac-a9c4-306d5bff598e
27928,1,2.0,2.0,3.0,3.0,3.0,9.0,2373.3333333333335,2373.3333333333335,2745.0,Salon at Home,15lac - 25lac,Female,ENGAGED,1473.0,0.0,4893.0,6aa4a510-eef4-4113-82cd-5602827f5314
16955,1,,,,,,,,,,,,Male,,,0.0,1694.0,8631527a-17d2-4164-9d4e-8862d0249ba5
183497,0,,,,,,,,,,,,Male,,,0.0,798.0,579fdd47-4df1-4620-b6b1-442455408ae3
5616,1,0.0,2.0,3.0,0.0,2.0,7.0,,1261.5,1185.857142857143,Salon at Home,,Female,ENGAGED,1091.0,0.0,5358.0,ec88e557-05c0-48cd-98f9-a05f44db7ae9
57390,1,4.0,5.0,5.0,10.0,48.0,101.0,1050.3,1048.2916666666667,1038.2277227722773,Salon at Home,,Unknown,ENGAGED,1094.0,12.0,63945.0,b086e390-e443-4f9c-8d36-e34289fd1e7b
138191,0,0.0,0.0,1.0,0.0,0.0,3.0,,,431.0,EPC,,Female,CHURN,1330.0,0.0,6316.0,325d21ff-5e3b-48e7-aaea-068d9fdfe493
111016,0,,,,,,,,,,,,Female,,,0.0,11572.0,0d6a1b1b-276e-4bb8-af2f-e9d3678e50e1
143151,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spa for Women,,Female,CHURN,786.0,0.0,10541.0,4cf799ae-42d2-422b-85b6-6cce5530cd20
159222,0,,,,,,,,,,,5lac - 10lac,Male,,,0.0,2549.0,75ae5d40-12d5-44b7-a119-4cd28789340c
64949,1,0.0,1.0,7.0,0.0,2.0,17.0,,1234.5,1109.764705882353,EPC,,Female,ENGAGED,1859.0,0.0,4845.0,fc56892f-d883-4164-8abb-e976ef0fafae
24756,1,1.0,2.0,3.0,2.0,7.0,19.0,1194.5,1296.0,1214.421052631579,Salon at Home,25lac +,Female,ENGAGED,1375.0,1.0,21331.0,01ddc6e4-145d-498e-92a5-70772b399111
71130,1,2.0,3.0,3.0,2.0,4.0,6.0,959.0,576.25,658.0,EPC,25lac +,Male,ENGAGED,138.0,1.0,8159.0,0eeb2e97-b49c-4fc2-9247-02d0ef4f179f
58724,1,1.0,3.0,7.0,1.0,3.0,13.0,1398.0,1847.6666666666667,1262.923076923077,Salon at Home,,Female,ENGAGED,523.0,0.0,4046.0,36c18cfb-e0b9-47c8-9f33-4f4fcb3691f2
110003,0,,,,,,,,,,,,Female,,,0.0,548.0,b7dee738-40e5-4b9b-b66a-e24b58a2ec1f
127927,0,1.0,1.0,1.0,1.0,1.0,2.0,1497.0,1497.0,1446.5,Salon at Home,,Female,RESURRECTED,1949.0,0.0,4667.0,0be34aa7-e2ab-4570-9745-d434580ef666
169571,0,0.0,1.0,2.0,0.0,1.0,7.0,,1395.0,1537.2857142857142,Mens Grooming,,Male,ENGAGED,755.0,0.0,4744.0,88bd0a6d-2293-466a-81d1-bbbe99d02fae
159058,0,1.0,1.0,5.0,1.0,1.0,11.0,199.0,199.0,1329.5454545454545,AC Service and Repair,10 lac - 15lac,Female,RESURRECTED,497.0,0.0,19900.0,4731b1e2-e37a-436b-a63d-8400597d696e
89192,1,,,,,,,,,,,,Male,,,0.0,647.0,39717c56-4f0e-4f4b-a9ef-3ab58c50f432
36439,1,,,,,,,,,,,,Female,,,0.0,771.0,b634a02f-82e1-40eb-ab6a-631e9b615276
197952,0,0.0,1.0,2.0,0.0,1.0,5.0,,298.0,478.0,Mens Grooming,,Female,ENGAGED,811.0,0.0,2319.0,1087408f-66ef-49f9-808c-b5a009c58e31
24415,1,0.0,1.0,1.0,0.0,1.0,1.0,,748.0,748.0,Salon at Home,,Female,NEW,55.0,0.0,2777.0,af717e45-dcdd-4359-bbcd-bf580bc51224
22911,1,4.0,6.0,9.0,4.0,13.0,46.0,752.5,847.5384615384615,877.5652173913044,SKBC,25lac +,Male,ENGAGED,736.0,0.0,16008.0,36b4d054-cd98-4a20-918c-3945c8417d22
118617,0,0.0,1.0,1.0,0.0,1.0,7.0,,498.0,505.14285714285717,Mens Grooming,,Male,ENGAGED,801.0,0.0,1394.0,9d8dc0f9-131d-4a4a-92ad-2d26dbac3569
184872,0,0.0,0.0,4.0,0.0,0.0,7.0,,,854.2857142857143,EPC,,Male,CHURN,1386.0,0.0,4259.0,c02b7d4a-439e-4d7b-9340-b5c5c66cd6ed
74672,1,1.0,1.0,1.0,3.0,4.0,9.0,682.0,596.0,443.8888888888889,EPC,,Male,ENGAGED,320.0,0.0,3698.0,badbf6cf-4d24-4100-b701-9c3e88fbe421
97231,1,1.0,2.0,5.0,2.0,3.0,8.0,1355.0,1468.6666666666667,1292.75,Mens Grooming,,Male,ENGAGED,870.0,1.0,5686.0,514d16ab-c2b4-4f4f-a317-6e3761673ae3
5264,1,3.0,3.0,4.0,3.0,4.0,20.0,1370.0,1521.25,1528.0,Salon at Home,,Female,ENGAGED,1365.0,0.0,21814.0,83205829-626d-4914-9233-ea2993c75e0d
32979,1,3.0,3.0,3.0,3.0,3.0,11.0,671.3333333333334,671.3333333333334,442.27272727272725,EPC,Na,Male,ENGAGED,728.0,1.0,1470.0,781c596a-52b7-4f3a-8fd1-2c67f6e4703f
6488,1,,,,,,,,,,,,Female,,,0.0,7105.0,e0eedd86-85a8-4ca4-89c6-0ca50ddac47d
110255,0,1.0,2.0,3.0,1.0,5.0,17.0,918.0,899.8,938.7647058823529,Salon at Home,,Female,ENGAGED,1751.0,0.0,16291.0,130018a9-18fc-47f1-a198-0e653023551e
28256,1,1.0,2.0,3.0,3.0,9.0,31.0,914.6666666666666,884.5555555555555,1039.1935483870968,Massage for Men,,Male,ENGAGED,1041.0,0.0,21891.0,4afe622c-e583-4a8d-a12c-41d641a17c99
146038,0,0.0,1.0,1.0,0.0,1.0,2.0,,807.0,894.5,SKBC,,Male,ENGAGED,947.0,0.0,2054.0,a874e3bf-0164-48cd-b287-e24cc1b766d7
98572,1,1.0,1.0,1.0,1.0,1.0,1.0,298.0,298.0,298.0,EPC,,Male,NEW,10.0,0.0,897.0,13466dd5-557c-4109-80bb-84c5921379f7
171928,0,1.0,4.0,5.0,1.0,5.0,11.0,3848.0,1660.4,1261.6363636363637,Salon at Home,,Female,ENGAGED,1282.0,0.0,13865.0,3d9e248a-9bfd-45ed-bcc1-0aa3b7e5bcf9
153146,0,1.0,3.0,5.0,1.0,3.0,14.0,468.0,720.6666666666666,1066.2857142857142,Massage for Men,25lac +,Unknown,ENGAGED,1862.0,0.0,4870.0,24de5409-3c81-4a35-b5d0-26173ce43a15
107927,0,1.0,2.0,5.0,1.0,2.0,5.0,748.0,473.5,992.0,EPC,25lac +,Female,ENGAGED,104.0,0.0,448.0,934758a7-0076-4106-8431-b259099a5b64
30888,1,1.0,1.0,2.0,1.0,1.0,15.0,298.0,298.0,430.53333333333336,EPC,25lac +,Female,ENGAGED,446.0,0.0,3134.0,39bf3473-2031-45f4-8fad-238a4c26a92c
67241,1,0.0,1.0,1.0,0.0,1.0,5.0,,771.0,1089.2,SKBC,1lac - 5lac,Male,RESURRECTED,780.0,0.0,2364.0,8b959ff2-5b3c-4008-94c9-5854b3299ea0
105646,0,0.0,2.0,2.0,0.0,2.0,2.0,,1104.0,1104.0,SKBC,,Male,ENGAGED,490.0,0.0,5700.0,31abd3fe-6c88-4b25-85af-c8559f860a44
161305,0,0.0,0.0,1.0,0.0,0.0,1.0,,,248.0,Mens Grooming,,Male,NEW DORMANT,119.0,0.0,496.0,71971fd2-d388-4c97-bfd5-c02343d50e06
189389,0,0.0,2.0,2.0,0.0,2.0,2.0,,2030.5,2030.5,Salon at Home,,Female,ENGAGED,1606.0,1.0,6746.0,da5b985e-58df-41b4-9e43-533848410309
19307,1,,,,,,,,,,,,Male,,,0.0,,2c2e26c9-c0dc-4d75-808c-7d6f9d5aef46
42095,1,0.0,1.0,2.0,0.0,1.0,3.0,,798.0,3091.6666666666665,AC Service and Repair,,Male,RESURRECTED,1093.0,0.0,5363.0,2e8e47e0-831b-41c9-a574-61a95e7c5216
139879,0,0.0,1.0,1.0,0.0,1.0,1.0,,396.0,396.0,Salon at Home,,Female,NEW,63.0,0.0,1444.0,a98e29d8-64eb-40ae-9caf-47d89867eae7
21998,1,1.0,1.0,2.0,1.0,1.0,3.0,3048.0,3048.0,1333.6666666666667,EPC,,Male,RESURRECTED,1180.0,0.0,1450.0,02d2c495-6ee8-491b-bd90-a0640744f8c6
174395,0,,,,,,,,,,,,Male,,,0.0,368.0,f53c5de0-8abc-4569-9a9c-a7ce11d83c4c
140876,0,2.0,4.0,7.0,2.0,6.0,18.0,1693.0,1255.0,1832.2222222222222,Mens Grooming,,Male,ENGAGED,273.0,1.0,5268.0,41ef5295-24b6-46d6-9105-37a0d1793c38
96545,1,1.0,3.0,3.0,1.0,5.0,6.0,0.0,316.2,308.1666666666667,EPC,10 lac - 15lac,Male,ENGAGED,2405.0,0.0,3926.0,d0edfb75-109c-42a6-a9d4-98022b25eedd
22561,1,2.0,3.0,6.0,2.0,3.0,11.0,1598.0,1674.3333333333333,1532.0,Salon at Home,,Female,ENGAGED,1009.0,0.0,2160.0,68b03f36-5297-4aa9-bd08-6d7369ad489d
17199,1,0.0,0.0,3.0,0.0,0.0,4.0,,,388.0,EPC,,Male,DORMANT,1448.0,0.0,448.0,882e3945-bc5c-49d6-95d9-2d24029dff99
69611,1,,,,,,,,,,,,Male,,,0.0,2496.0,c88220d0-300b-4ee2-b305-f64c621df57f
48187,1,1.0,4.0,7.0,1.0,5.0,14.0,788.0,1185.6,1147.642857142857,Salon at Home,,Female,ENGAGED,1565.0,0.0,8817.0,18b6a6fb-9b4d-498d-bfa0-17ede1d9523f
58607,1,0.0,1.0,1.0,0.0,1.0,5.0,,398.0,473.8,Salon at Home,,Female,ENGAGED,878.0,0.0,2361.0,2d88497e-1963-41af-87af-284749aa8131
68320,1,1.0,1.0,1.0,1.0,1.0,1.0,548.0,548.0,548.0,AC Service and Repair,,Male,NEW,23.0,0.0,1854.0,1e6ad3e8-b31e-41b4-94b7-4ce6a5131741
132236,0,1.0,2.0,4.0,2.0,4.0,14.0,1411.5,949.75,1479.4285714285713,Salon at Home,,Female,ENGAGED,1467.0,0.0,13696.0,4c6d7c25-28df-40b3-816f-8e096effd106
80329,1,1.0,2.0,2.0,1.0,3.0,3.0,1848.0,1564.0,1564.0,EPC,25lac +,Female,ENGAGED,70.0,0.0,1104.0,d678879b-a3b6-47b5-a7a4-58ec055561ed
149182,0,1.0,1.0,1.0,1.0,1.0,1.0,5647.0,5647.0,5647.0,Full Home Cleaning,,Male,NEW,5.0,0.0,12185.0,52aa5dbd-03dd-4621-9fd1-a6f787502477
66132,1,3.0,3.0,5.0,3.0,8.0,27.0,681.6666666666666,660.875,1015.8888888888889,Salon at Home,10 lac - 15lac,Male,ENGAGED,1474.0,0.0,20256.0,fed0582b-5535-487d-a130-6b78f8914b44
75960,1,1.0,1.0,1.0,2.0,2.0,2.0,3169.0,3169.0,3169.0,EPC,,Female,ENGAGED,2.0,0.0,64703.0,a8e82f4b-6ab8-4c27-9816-7dd45895507c
142248,0,0.0,1.0,1.0,0.0,2.0,3.0,,2110.5,1972.6666666666667,Salon at Home,,Male,ENGAGED,196.0,0.0,728.0,c5689b88-8ceb-47b4-ac62-a51d430e3beb
174198,0,0.0,1.0,5.0,0.0,1.0,8.0,,99.0,998.375,AC Service and Repair,25lac +,Male,ENGAGED,902.0,0.0,20437.0,5a964b5c-3c11-4bd6-b39e-b4479c91ca7d
95454,1,0.0,1.0,1.0,0.0,1.0,1.0,,298.0,298.0,Mens Grooming,,Male,NEW,67.0,0.0,298.0,5dcb0bb9-196c-4ac8-88ea-9878cb0d01b6
87549,1,0.0,0.0,3.0,0.0,0.0,3.0,,,1894.0,AC Service and Repair,,Female,DORMANT,678.0,1.0,7722.0,422148d5-11be-45bd-a76f-6b838bcbb237
103728,0,0.0,1.0,1.0,0.0,2.0,3.0,,157.5,163.33333333333334,Part Time Maids,,Unknown,ENGAGED,131.0,0.0,140.0,2c130b2a-d19e-4afb-86d0-ff96fee73bc3
115156,0,1.0,1.0,2.0,1.0,1.0,4.0,438.0,438.0,495.25,Mens Grooming,,Male,RESURRECTED,1092.0,0.0,298.0,4538acc6-e1e7-4819-a28a-09ea101a8234
44565,1,,,,,,,,,,,1lac - 5lac,Male,,,0.0,1067.0,602c69c2-30ca-4812-8cd1-64fd9fde2770
135582,0,0.0,1.0,3.0,0.0,1.0,8.0,,998.0,1204.25,Salon at Home,25lac +,Female,ENGAGED,922.0,0.0,21903.0,f4749636-b8ed-4951-832f-ea5a09039b96
87256,1,,,,,,,,,,,,Male,,,0.0,,5725c66a-64f9-4db7-883c-d77fbbce48f9
169333,0,1.0,2.0,6.0,1.0,4.0,21.0,400.0,630.5,717.0952380952381,SKBC,25lac +,Male,ENGAGED,1172.0,0.0,3907.0,bd142428-beab-437a-b8e1-886c812ca291
155838,0,0.0,0.0,1.0,0.0,0.0,1.0,,,99.0,Salon at Home,,Female,NEW CHURN,341.0,0.0,211.0,b26c26e0-f3c0-4f48-90bc-63c1d75afa0d
122939,0,2.0,2.0,3.0,3.0,5.0,7.0,18550.333333333332,11209.8,8104.714285714285,EPC,25lac +,Male,ENGAGED,124.0,0.0,28043.0,b8a5ef16-6701-4b92-a3f5-6649d901bf1e
91711,1,0.0,0.0,1.0,0.0,0.0,3.0,,,715.6666666666666,Salon at Home,,Female,CHURN,297.0,0.0,694.0,f0f79b5a-5861-4365-81b9-2233e0934465
133669,0,0.0,0.0,1.0,0.0,0.0,2.0,,,498.0,SKBC,,Male,DORMANT,328.0,0.0,948.0,2def71e3-bd7c-40bd-b155-6d610c52d903
114185,0,,,,,,,,,,,,Female,,,0.0,1047.0,082f43af-ed6a-49bc-80ea-9d1b356a1c0c
199183,0,0.0,0.0,2.0,0.0,0.0,2.0,,,448.0,SKBC,,Male,CHURN,228.0,0.0,647.0,636896da-35eb-4e91-a23f-9dc6ef9e82bb
161885,0,2.0,3.0,3.0,2.0,4.0,9.0,895.5,780.0,655.2222222222222,Salon at Home,,Female,ENGAGED,161.0,0.0,5004.0,06629871-691c-4df6-9994-82779e336690
192220,0,2.0,2.0,5.0,3.0,8.0,20.0,1334.3333333333333,1311.25,1521.6,Salon at Home,,Female,ENGAGED,1918.0,0.0,6279.0,42c6de82-09f8-45a2-9f2c-c31d1127f0a4
89186,1,,,,,,,,,,,15lac - 25lac,Male,,,0.0,2943.0,7e2adc3e-63be-49fa-9287-85669445711d
93862,1,,,,,,,,,,,,Male,,,0.0,,919ef3b0-4160-496b-9ffe-6f6c88f02bf2
70299,1,1.0,1.0,2.0,1.0,2.0,4.0,268.0,421.5,982.0,Salon at Home,,Female,ENGAGED,2037.0,0.0,6467.0,e6d3f90d-425f-4c4c-bab5-6a737855e18f
47943,1,1.0,1.0,2.0,1.0,2.0,4.0,447.0,372.5,811.25,Mens Grooming,,Female,ENGAGED,1227.0,0.0,1864.0,c884d502-2364-4b32-a41f-61951080ca7e
131140,0,0.0,1.0,1.0,0.0,5.0,5.0,,614.2,614.2,EPC,,Male,ENGAGED,61.0,0.0,6416.0,2db2c826-c2a0-4b50-9fd0-97cf6f52e156
52344,1,0.0,0.0,5.0,0.0,0.0,6.0,,,562.3333333333334,Salon at Home,,Female,CHURN,1626.0,0.0,1696.0,b86687a7-81ba-4358-bc07-95d122a7725b
151767,0,0.0,2.0,4.0,0.0,2.0,10.0,,182.0,129.9,Salon at Home,,Female,ENGAGED,310.0,1.0,555.0,61da5e88-7ac5-4e35-824d-0be7629dd7fe
102774,0,3.0,3.0,5.0,3.0,4.0,11.0,694.6666666666666,595.5,539.5454545454545,EPC,15lac - 25lac,Male,ENGAGED,1740.0,0.0,5128.0,38b26c63-93f8-4ca7-a223-df52cfedb4dc
8336,1,0.0,1.0,2.0,0.0,1.0,2.0,,4898.0,2861.5,EPC,25lac +,Female,RESURRECTED,924.0,0.0,4208.0,1703c2ca-94e4-4191-b807-7e811fd2bff1
185866,0,0.0,1.0,1.0,0.0,3.0,6.0,,914.0,839.3333333333334,Salon at Home,10 lac - 15lac,Female,ENGAGED,778.0,0.0,4749.0,d394f771-c6eb-4c57-bd77-8442f6155e92
85951,1,,,,,,,,,,,,Female,,,0.0,1003.0,7934da7b-8768-4eeb-99dc-1ace63f8c12b
189238,0,1.0,2.0,3.0,2.0,4.0,7.0,1787.5,3568.75,2724.714285714286,Salon at Home,,Female,ENGAGED,1208.0,0.0,20653.0,469f8cef-0212-482d-82a8-04eb661c0c75
28630,1,0.0,3.0,4.0,0.0,5.0,15.0,,475.6,444.73333333333335,EPC,,Female,ENGAGED,608.0,0.0,2391.0,aa36a8d5-49e8-4372-bdf5-b6dcae6349d4
143160,0,0.0,0.0,1.0,0.0,0.0,1.0,,,788.0,Salon at Home,10 lac - 15lac,Female,CHURN,1258.0,0.0,1825.0,ea7787a6-294c-441f-bd63-9ab24960e6eb
13341,1,1.0,2.0,7.0,1.0,4.0,23.0,4146.0,2198.25,1271.608695652174,EPC,,Male,ENGAGED,2176.0,3.0,7825.0,6d6146ec-ecfb-4be2-a38c-127261157efb
39376,1,1.0,1.0,5.0,1.0,2.0,10.0,1638.0,1907.0,1686.5,Salon at Home,,Male,ENGAGED,2437.0,2.0,9668.0,52e2d7e2-afa0-4c5a-9236-208bf5173dcf
21208,1,,,,,,,,,,,,Female,,,0.0,5623.0,b2301528-7882-41cd-a9fa-4d2e1ce35e83
103496,0,0.0,1.0,4.0,0.0,1.0,7.0,,2208.0,633.5714285714286,Massage for Men,,Male,ENGAGED,1251.0,1.0,1480.0,c4764a7a-b590-4da5-ba7b-e36cf9a43c17
101095,0,0.0,1.0,2.0,0.0,1.0,5.0,,1897.0,1085.8,Salon at Home,,Female,ENGAGED,1538.0,0.0,2646.0,b393a3d7-aa1f-4a5d-b6c5-2f28dc4fed44
131620,0,1.0,2.0,5.0,1.0,2.0,15.0,368.0,683.0,641.6666666666666,EPC,15lac - 25lac,Female,ENGAGED,795.0,0.0,14263.0,64428ec0-5231-4f4a-aafb-a3a94c363de9
177531,0,3.0,3.0,3.0,3.0,3.0,4.0,850.0,850.0,949.5,Salon at Home,,Female,ENGAGED,1619.0,0.0,5605.0,97b05531-8736-4b06-b727-1a9fff6b9a52
182687,0,0.0,0.0,1.0,0.0,0.0,1.0,,,2935.0,EPC,,Male,CHURN,404.0,0.0,5592.0,3a40e78e-7c46-4f49-b386-dcec1be9736e
78965,1,,,,,,,,,,,,Male,,,0.0,,c625a624-694f-4766-a3f9-69a56af9573c
18708,1,2.0,4.0,5.0,4.0,9.0,25.0,1000.25,909.7777777777778,711.68,EPC,,Female,ENGAGED,622.0,1.0,688.0,354bf058-69f6-4e43-9da6-8e3b0302e0d2
195630,0,0.0,0.0,1.0,0.0,0.0,1.0,,,648.0,Salon at Home,,Female,NEW DORMANT,171.0,0.0,2345.0,8a5f3f82-eac3-4712-a517-383bfa3a0610
35663,1,0.0,1.0,2.0,0.0,1.0,2.0,,2538.0,1643.0,Large Appliances,25lac +,Female,ENGAGED,154.0,1.0,3010.0,b0b21139-756e-4ff0-a278-2650a127259e
74502,1,2.0,4.0,5.0,4.0,11.0,19.0,1222.0,992.9090909090909,1769.9473684210527,Spa for Women,,Female,ENGAGED,710.0,1.0,30973.0,90c9aa2b-2636-4ca9-bedd-9a5397b5d704
119030,0,0.0,1.0,1.0,0.0,1.0,3.0,,298.0,364.6666666666667,Mens Grooming,,Male,ENGAGED,532.0,0.0,2204.0,b529be99-05ba-4048-acfa-792db96bbf5e
13242,1,,,,,,,,,,,Na,Female,,,0.0,2095.0,30ebcc77-9dfd-43cc-9a22-2c86c2ff474c
38058,1,0.0,1.0,2.0,0.0,1.0,3.0,,983.0,493.3333333333333,Mens Grooming,10 lac - 15lac,Male,ENGAGED,629.0,0.0,7091.0,81c76ee9-6c63-46ef-92b0-cb437c47634a
101520,0,,,,,,,,,,,,Male,,,0.0,698.0,61ada91e-fcfc-4264-a80d-4c4d5217e957
1276,1,1.0,1.0,2.0,1.0,2.0,4.0,1148.0,848.0,660.5,Salon at Home,,Female,ENGAGED,470.0,0.0,,10d99c4c-20f8-414b-8165-b2d94058be8b
182162,0,0.0,0.0,3.0,0.0,0.0,14.0,,,553.1428571428571,EPC,,Male,DORMANT,1979.0,3.0,577.0,430a395c-3b5b-495d-93ed-66a02a02f137
106670,0,4.0,6.0,7.0,4.0,9.0,22.0,903.0,1280.888888888889,1926.2727272727273,AC Service and Repair,,Male,ENGAGED,934.0,0.0,12880.0,e73e1913-f22d-4681-acbd-6fb0b0629885
91188,1,1.0,2.0,4.0,1.0,3.0,10.0,1076.0,1880.3333333333333,1427.6,Salon at Home,,Female,ENGAGED,2292.0,0.0,7067.0,1f2afca7-e1dc-4443-aa7d-88daf728e0c9
55228,1,1.0,1.0,1.0,1.0,1.0,6.0,338.0,338.0,498.1666666666667,EPC,,Male,RESURRECTED,159.0,0.0,,3d720945-418d-4746-94aa-a1418e93f944
1069,1,0.0,1.0,1.0,0.0,1.0,1.0,,599.0,599.0,Salon at Home,,Male,NEW,38.0,0.0,,d2fb7954-95d8-4fa1-a022-1132599b9472
48904,1,1.0,1.0,3.0,1.0,2.0,11.0,498.0,673.0,611.8181818181819,Mens Grooming,25lac +,Male,ENGAGED,2204.0,0.0,10086.0,3a957cad-880f-49df-b9f7-597e33845618
198880,0,,,,,,,,,,,,Male,,,0.0,1071.0,e021c201-77c9-470f-bb99-feedcd116bb5
193723,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,NEW CHURN,1334.0,0.0,5122.0,b62b2f87-2b29-43dd-aafe-baf9a98c73d7
18121,1,1.0,3.0,6.0,6.0,16.0,60.0,603.8333333333334,442.625,633.3833333333333,EPC,,Male,ENGAGED,1392.0,2.0,31518.0,569b3837-3493-4f32-b23f-1a77aed0e182
183458,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,AC Service and Repair,,Male,CHURN,726.0,0.0,526.0,efc9d762-f476-4ab1-8109-fcd13a1a0199
